Title,Location,Beds,Baths,Area (Marla),Price (PKR),Price Per Marla
Park View City Islamabad Overseas Block 5 Marla House On Installments,"Park View City - Overseas Block, Park View City",4.0,5.0,5.0,23000000.0,4600000.0
Park View City H Block 5 Marla Fully Furnished Vallas,"Park View - Block H, Park View City",4.0,5.0,5.0,29000000.0,5800000.0
Park view city Islamabad A Block 5 Marla Vallas Available,"Park View - Block A, Park View City",4.0,4.0,5.0,28000000.0,5600000.0
Luxury Furnished Apartment For Sale,"G-15 Markaz, G-15",2.0,2.0,3.6,6000000.0,1666666.6666666665
ONE KANAL BEAUTIFUL DESIGNER HOUSE WITH MODREN FRONT ELEVATION FOR SALE IN DHA PHASE 2 ISLAMABAD,"DHA Defence Phase 2, DHA Defence",5.0,6.0,20.0,120000000.0,6000000.0
Ready To Buy A Flat In F-17,"F-17, Islamabad",2.0,2.0,4.2,12000000.0,2857142.857142857
Triple Storey Proper Basement New House For Sale In G10 2,"G-10/2, G-10",8.0,6.0,12.0,125000000.0,10416666.666666666
Designer House Faisal Town Block A Size 30*60 : A+ Construction Street No 28 House No 696 Short Corner,"Faisal Town - F-18, Islamabad",6.0,6.0,8.0,36000000.0,4500000.0
2 BHK Apartment For Sale At NORA Residences Islamabad On 3 Year Easy Installment Plan,"DHA Defence Phase 2, DHA Defence",2.0,2.0,5.3,11100000.000000002,2094339.6226415099
Beautiful New House For Sale,"DHA Defence Phase 2, DHA Defence",6.0,6.0,20.0,115000000.0,5750000.0
THIS BEAUTIFUL APARTMENT IS FOR SALE IN E-11 ISLAMABAD,"E-11, Islamabad",1.0,1.0,2.2,7500000.0,3409090.9090909087
8 Marla Corner House For Sale,"Faisal Town - F-18, Islamabad",5.0,5.0,8.0,34000000.0,4250000.0
Two Bed Flat For Sale Corner Plaza,"Faisal Hills - Block A, Faisal Hills",2.0,2.0,3.4,9450000.0,2779411.7647058824
Mall Of Islamabad 1 Bed Possession Able Apartment 1202 Square Feet On 14th Floor Sun Facing And Saudi Pak Tower Facing Available For Sale,"Mall of Islamabad, Blue Area",1.0,2.0,5.3,65000000.0,12264150.943396227
Mall of Islamabad 2 Bed Possessionable Apartment 1874 Square Feet on 17th Floor Sunfacing and Ufone Tower Facing Available for Sale,"Mall of Islamabad, Blue Area",2.0,3.0,8.3,88000000.0,10602409.638554215
Brand New House For Sale,"I-11/2, I-11",3.0,3.0,4.0,28000000.0,7000000.0
Brand New House 8 Marla Soan Garden,"Soan Garden - Block B, Soan Garden",6.0,6.0,8.0,36500000.0,4562500.0
10 Marla House Available For Sale,"G-13, Islamabad",5.0,5.0,10.0,65000000.0,6500000.0
8 Marla Single Storey Solid Gray Structure Near Imran Khan Chowk,"Bani Gala, Islamabad",3.0,4.0,8.0,15500000.0,1937500.0
14 Marla 40x80 Park Face Brand New House For Sale In G-13. Prime Location!,"G-13, Islamabad",8.0,6.0,14.0,125000000.0,8928571.42857143
Park View City Islamabad H Block 5 Marla Brand New Valla,"Park View - Block H, Park View City",4.0,6.0,5.0,35000000.0,7000000.0
Luxury Apartment For Sale In Heart Of Islamabad,"G-15 Markaz, G-15",1.0,1.0,1.6,3500000.0,2187500.0
Shahzad Town 8 Marla House On Main Road Excellent Construction Quality Back Open Sun Facing House For Sale,"Shehzad Town, Islamabad",6.0,6.0,8.0,50000000.0,6250000.0
Luxury Apartment For Sale,"Zarkon Heights, G-15",2.0,2.0,5.5,15000000.0,2727272.727272727
Amazing 1 Kanal House Near Central Park In DHA-2 Islamabad,"DHA Defence Phase 2, DHA Defence",5.0,6.0,20.0,119000000.0,5950000.0
Bahria Enclave 2 Bed Cube Apartment 1558 Sq Feet Possession Utility Circulation Charges Paid On Murree Facing Available For Sale,"Cube Apartments, Bahria Enclave",2.0,3.0,6.9,14500000.0,2101449.275362319
Luxury 1-Bed Apartment | Smama Star Mall & Residency Ideal Investment Opportunity,"Smama Star Mall & Residency, Gulberg Greens",1.0,1.0,2.4,11000000.0,4583333.333333334
House For Sale 40x80,"G-15 Markaz, G-15",6.0,6.0,14.0,50000000.0,3571428.5714285714
A Good Option For sale Is The House Available In Eighteen In Islamabad,"Eighteen, Kashmir Highway",,,20.0,110000000.0,5500000.0
Dha 5 34 Marla Brand New Full Furnished House Prime Location Of Dha2,"DHA Phase 5 - Sector A, DHA Defence Phase 5",6.0,6.0,34.0,220000000.0,6470588.235294118
Nora Residencies 1 Bed Apartment For Sale,"NORA Residences, GT Road",1.0,1.0,4.2,8761000.0,2085952.3809523808
"Stylish 2 BHK Apartment For Sale At Nora Residences, Islamabad On 3 Year Easy Installment","DHA Defence Phase 2, DHA Defence",2.0,2.0,5.5,11700000.0,2127272.727272727
Cda Sector I-10/1 House For Sale Park Face,"I-10/1, I-10",4.0,4.0,5.0,40000000.0,8000000.0
Prime Location A Centrally Located House Is Available For sale In Islamabad,"G-13/2, G-13",6.0,6.0,14.0,105000000.0,7500000.0
Two Bed Flat In Islamabad,"Defence Residency, DHA Defence Phase 2",2.0,2.0,3.6,7800000.0,2166666.6666666665
"Stylish 3-Bedroom Apartment For Sale In Overseas Block 16, DHA Phase 2 By Gulf Properties","Al-Ghurair Giga - Block 16, Al-Ghurair Giga",3.0,3.0,5.1,13500000.0,2647058.823529412
2 Bed Room Apartment with 2 Balcony :Veiw Apartment Available For Sale investor Rate,"Gulberg Greens, Gulberg",2.0,2.0,3.5,11000000.0,3142857.1428571427
DHA Phase 1 Sector F Defence Villas For Sale,"DHA Phase 1 - Defence Villas, DHA Phase 1 - Sector F",3.0,4.0,11.0,36000000.0,3272727.272727273
Dha2 One kanal Brand new Designer House,"DHA Defence Phase 2, DHA Defence",5.0,6.0,20.0,109000000.0,5450000.0
One Kanal Luxury House For Sale In DHA DEFENCE PHASE 2. ISLAMABAD,"DHA Defence Phase 2, DHA Defence",5.0,6.0,20.0,137000000.0,6850000.0
"10 MARLA (35X70) HOUSE FOR SALE G-13 , ISLAMABAD","G-13, Islamabad",6.0,6.0,10.0,83000000.0,8300000.0
50x90 Triple Storey Used House For Sale Proper Corner Wide 70ft In Front & Side Street Wide 50 Ideal Location in The House Reasonable Price!,"G-13/4, G-13",9.0,6.0,20.0,160000000.0,8000000.0
1 Kanal Brand New House For Sale 3 Storey 9 Bed 3 Unit Corner Spanish House 20 Marla Extra Land. Not Paid 15 Kv Solar Dha Phase 2 Sector E Islamabad,"DHA Phase 2 - Sector E, DHA Defence Phase 2",9.0,6.0,20.0,165000000.0,8250000.0
10 Marla Brand New Modern House For Sale In Dha Phase 2 Islamabad,"DHA Defence Phase 2, DHA Defence",5.0,6.0,10.0,75000000.0,7500000.0
6.5 Marla Houses For Sale. 6.5 Marla House For Sale 4 Bedroom 2 Tv Lounge 3 Kitchen Location Imran Khan Chowk,"Bani Gala, Islamabad",4.0,5.0,6.0,25000000.0,4166666.6666666665
Amazing 1 Kanal House Near Islamabad Expressway,"DHA Defence Phase 2, DHA Defence",6.0,7.0,20.0,102500000.0,5125000.0
Triple Storey Corner 1 Kanal 9 Bed House In DHA Islamabad,"DHA Defence Phase 2, DHA Defence",9.0,7.0,20.0,140000000.0,7000000.0
Investor Alert F6 700 Syd 42x160 Best Location,"F-6, Islamabad",6.0,7.0,28.0,310000000.0,11071428.57142857
3 Bedroom'S Margala View Apartment For Sale In Askari Tower 3 Islamabad,"DHA Defence Phase 5, DHA Defence",3.0,4.0,11.6,36000000.0,3103448.275862069
Bahria Enclave 1 Bed Cube Apartment 1058 Square Feet Possession Utility Circulation Charges Paid Surfacing Available For Sale,"Cube Apartments, Bahria Enclave",1.0,2.0,4.7,10000000.0,2127659.574468085
Top Location 1 Kanal Near Central Park Designer House For Sale,"DHA Defence Phase 2, DHA Defence",5.0,5.0,20.0,118500000.0,5925000.0
Top Of The Line Top Designer House For Sale,"DHA Defence Phase 2, DHA Defence",5.0,5.0,20.0,135000000.0,6750000.0
Garden City  Zone 4 West House For Sale,"Bahria Garden City, Bahria Town",,,72.0,165000000.0,2291666.6666666665
14 Marla Investor Price House In I-8 Is Available For Sale,"I-8, Islamabad",6.0,6.0,14.0,107500000.0,7678571.428571428
Newly Build Flat For Sale In Bahria Enclave,"Bahria Enclave, Bahria Town",2.0,2.0,6.4,16000000.0,2500000.0
2150 Square Feet Flat For Sale In Bahria Enclave,"Bahria Enclave, Bahria Town",3.0,3.0,9.6,27000000.0,2812500.0
Brand New Furnished Home with 5000 USD Is For SALE,"F-6, Islamabad",5.0,6.0,22.0,345000000.0,15681818.181818182
Livable Good Condition 400 Square Yard House Is For Sale,"F-6, Islamabad",5.0,6.0,16.0,205000000.0,12812500.0
House For Sale G9/1 Islamabad,"G-9/1, G-9",4.0,4.0,6.7,50000000.0,7462686.567164179
10 MARLA DESIGNER HOUSE FOR SALE,"Top City 1, Islamabad",5.0,7.0,10.0,38000000.0,3800000.0
Single Bed Main Civic Corner Mdr,"Faisal Hills - Block A, Faisal Hills",1.0,1.0,1.7,4723000.0,2778235.294117647
HOUSE FOR SALE F-10,"F-10, Islamabad",4.0,4.0,20.0,180000000.0,9000000.0
30x60 Brand New Sun Face Luxurious Beautiful House Available for Sale in G-13 Islamabad On Main 50fit Rod on Front,"G-13, Islamabad",5.0,6.0,8.0,67000000.0,8375000.0
Luxurious 1 Kanal House For Sale In DHA Defence Phase 2 Islamabad,"DHA Defence Phase 2, DHA Defence",5.0,6.0,20.0,150000000.0,7500000.0
3rd Floor D-Type Apartment PHA G 10 /2 Available For Sale,"G-10/2, G-10",2.0,2.0,4.0,16500000.0,4125000.0
Like Brand New 7 Marla House For Sale In G13,"G-13, Islamabad",7.0,6.0,7.0,50000000.0,7142857.142857143
2 Bed Apartment Is Available For Sale In Park View City Islamabad,"Park View City - Downtown Block, Park View City",2.0,2.0,5.0,28000000.0,5600000.0
Flat Of 497 Square Feet In Park View City - Downtown Block Is Available,"Park View City - Downtown Block, Park View City",1.0,1.0,2.2,15000000.0,6818181.818181817
DHA 2 Islamabad 1 Kanal Full House Available For Sale,"DHA Defence Phase 2, DHA Defence",6.0,6.0,20.0,75000000.0,3750000.0
G11/1 25*50 Very Beautiful House For Sale,"G-11/1, G-11",4.0,4.0,5.5,50000000.0,9090909.090909092
Brand New Elegant House Available For sale Murre View Near to park,"Bahria Enclave, Bahria Town",3.0,4.0,5.0,24500000.0,4900000.0
1 Bed Apartment For Sale In B17 Islamabad On Easy Installment,"B-17, Islamabad",1.0,1.0,2.5,7073999.999999999,2829599.9999999995
Park Tower 3 Beds Apartment For Sale,"F-10 Markaz, F-10",3.0,3.0,7.6,38500000.0,5065789.47368421
Investor Alert F-6 600 Syd 60*90 House 5Bed Rooms attached bathroom Drawing Dining Rooms Powder room TV Lounge Full Basement Hall 1 Master Bedroom room CDA transfer Corner Available For Sale,"F-6, Islamabad",5.0,6.0,24.0,350000000.0,14583333.333333334
Multi Gardens Capital Square Apartment 1125 Square Feet 2 Bed Apartment Available For Sale B 17 Islamabad,"MPCHS - Multi Gardens, B-17",2.0,2.0,5.0,8800000.0,1760000.0
Multi Gardens Capital SQ 2 bed Apartments 1050 SQ feet For Sale in B17 Islamabad,"MPCHS - Block B, MPCHS - Multi Gardens",2.0,2.0,4.7,8000000.0,1702127.659574468
1Bed Apartment For Sale On Easy Installment Plan On The Main Location Of B17 Islamabad,"Faisal Margalla City, B-17",1.0,1.0,1.8,5080000.0,2822222.222222222
House For Sale,"Bani Gala, Islamabad",3.0,3.0,10.0,25000000.0,2500000.0
Buy A 1200 Square Yards House For Sale In F-6/2,"F-6/2, F-6",5.0,5.0,48.0,610000000.0,12708333.333333334
8 Marla Front Open House For Sale In G11.3,"G-11/3, G-11",6.0,6.0,8.0,68500000.0,8562500.0
Studio Available for Easy Installment Plan,"E-16/3, E-16",,1.0,1.0,2100000.0,2100000.0
"I-8/2, 35X80 Double Storey House For Sale Sun Facing","I-8/2, I-8",5.0,5.0,12.4,108500000.0,8750000.0
cda sector i-10/1 street no -65 house 150 series,"I-10/1, I-10",3.0,3.0,4.0,26000000.0,6500000.0
1 KANAAL LUXURY HOUSE BRAND NEW,"G-13, Islamabad",6.0,6.0,20.0,139000000.0,6950000.0
"G-13 Brand New 500 Yds Architect Design Double Story House 6 Master Bedrooms Attached Stylish Bathrooms Two Drawing Dining Two TV Lounge Two American Style Kitchen With Dirty Kitchen , Store Two Sqtr Reasonable Price","G-13, Islamabad",8.0,7.0,20.0,169000000.0,8450000.0
One kanal Useable Tripple Unit house is Available for sale in Dha Phase 02 Islamabad,"DHA Defence Phase 2, DHA Defence",9.0,7.0,20.0,75000000.0,3750000.0
Brand New House For Sale,"Bani Gala, Islamabad",6.0,6.0,6.0,25000000.0,4166666.6666666665
"F-11/2: Brand New 9-Bedroom Fully-Furnished House - New 666 Yards, Full Basement, Price 30 Crores","F-11/2, F-11",9.0,7.0,26.0,300000000.0,11538461.538461538
Reserve A Centrally Located Prime Location House Of 4 Marla In D-12,"D-12, Islamabad",4.0,4.0,4.0,43500000.0,10875000.0
Contemporary Design 1 BHK Prime Location On Flexible Payment Plan,"DHA Valley, DHA Defence",1.0,1.0,4.2,8761000.0,2085952.3809523808
Ultra Luxury Kanal Brand New Furnished House For Sale In Dha Phase 2 Islamabad,"DHA Defence Phase 2, DHA Defence",5.0,6.0,20.0,125000000.0,6250000.0
F10/1 511syd Beautiful Renovated Fully furnished House For Sale,"F-10/1, F-10",9.0,6.0,20.0,175000000.0,8750000.0
G13/3 Brand New 1 Kanal Designer House Available For Sale,"G-13/3, G-13",3.0,3.0,20.0,170000000.0,8500000.0
11 Marla Defence Villa Available For Sale,"DHA Phase 1 - Defence Villas, DHA Phase 1 - Sector F",3.0,4.0,11.0,38000000.0,3454545.4545454546
1 Kanal Single Storey House For Sale In Gulshan E Sehat. In E-18 Block F Islamabad.,"Gulshan-e-Sehat 1, E-18",3.0,4.0,20.0,32500000.0,1625000.0
"Luxurious 1 Kanal House For Sale In DHA Defence Phase 2, Islamabad!","DHA Defence Phase 2, DHA Defence",5.0,6.0,20.0,137000000.0,6850000.0
"Luxurious 1 Kanal Luxurious House For Sale In DHA Defence Phase 2, Islamabad!","DHA Defence Phase 2, DHA Defence",6.0,6.0,20.0,128000000.0,6400000.0
"Luxurious 1 Kanal House for Sale in DHA Defence Phase 2, Islamabad!","DHA Defence Phase 2, DHA Defence",6.0,6.0,20.0,138000000.0,6900000.0
"8 Marla Untouched House With 1.5 Marla Extra Land In The Back Yard In Lilly- A, DHA Homes","DHA Valley - Lilly Sector, DHA Valley",3.0,3.0,9.0,15200000.0,1688888.888888889
8 Marla Brand New (2nd To Corner) House For Sale In Oleander Sector- DHA Homes-DHA Phase 7,"Oleander Sector - DHA Homes, DHA Valley - Oleander Sector",3.0,3.0,8.0,15000000.0,1875000.0
Double Storey House Available For Sale In Soan Garden Islamabad Near To Highway,"Soan Garden, Islamabad",5.0,5.0,6.0,29500000.0,4916666.666666667
1 Kanal Owner Built Solid Triple Story Furnished Designer House,"DHA Phase 1 - Sector F, DHA Defence Phase 1",11.0,7.0,20.0,140000000.0,7000000.0
Dha 2 One Kanal Owner Build Designer House Full Furnished House Prime Location Of Dha2,"DHA Defence Phase 2, DHA Defence",5.0,6.0,20.0,139000000.0,6950000.0
10 Marla Furnished House For Sale In TopCity-1 With Solar System &Amp; Swimming Pool,"Top City 1 - Block A, Top City 1",5.0,6.0,10.0,46000000.0,4600000.0
I-12/1 L-Block Park Face Corner E-Type Flat,"I-12/1, I-12",2.0,2.0,3.2,5437000.0,1699062.5
Unique House Available For Sale,"DHA Defence Phase 2, DHA Defence",6.0,6.0,20.0,127500000.0,6375000.0
South Facing Designer House Available For Sale,"DHA Defence Phase 2, DHA Defence",5.0,6.0,20.0,145000000.0,7250000.0
"D-12 Brand New 500 YARD Architect Design Owner Build House Triple Storey House OPPOISTE MARGAALA HILLS Complete Imported Fitting And Fixtures 10 Master Bedrooms Drawing Dining , Powder Room SQTR REASONABLE PRICE","D-12, Islamabad",7.0,7.0,20.0,265000000.0,13250000.0
Brand New Spanish Style House For Sale G-9/3,"G-9, Islamabad",7.0,6.0,14.0,170000000.0,12142857.142857144
1 Kanal House For Sale,"Naval Anchorage - Block L, Naval Anchorage",6.0,6.0,20.0,85000000.0,4250000.0
House For Sale In Islamabad,"Burma Town, Islamabad",6.0,6.0,4.0,12000000.0,3000000.0
5 Marla Luxury Brand New House For Sale,"MPCHS - Block F, MPCHS - Multi Gardens",3.0,3.0,5.0,22000000.0,4400000.0
5 MARLA HOUSE FOR SALE,"Park View - Block F, Park View City",3.0,4.0,5.0,27000000.0,5400000.0
A Palatial Residence For Sale In D-12,"D-12, Islamabad",9.0,6.0,20.0,165000000.0,8250000.0
2 Bed Apartment On Main Double Available For Sale In Gulshan E Sehat E-18 Block A In Kaka Khel Arcade Islamabad.,"Gulshan-e-Sehat 1, E-18",2.0,2.0,3.1,7000000.0,2258064.5161290322
1 Kanal Brand New House Available. For Sale in E-11 Islamabad.,"E-11, Islamabad",,,20.0,180000000.0,9000000.0
8 Marla MDR Brand New House Available For Sale In Faisal Town Phase 1 Of Block B Islamabad Pakistan,"Faisal Town Phase 1 - Block B, Faisal Town Phase 1",5.0,6.0,8.0,39000000.0,4875000.0
5 Marla Corner House For Sale In DHA Phase 7,"Lilly Sector - Block B, DHA Valley - Lilly Sector",2.0,2.0,5.0,7550000.0,1510000.0
"Main Boulevard Facing 8 Marla Double Storey House DHA Phase 7, Rawalpindi","Oleander Sector - DHA Homes, DHA Valley - Oleander Sector",3.0,3.0,8.0,15800000.0,1975000.0
Investor Alert E-7 800 Sqyd Liveable House 4bedd/d TV Lounge Kitchen Front Open Best Location CDA Transfer,"E-7, Islamabad",4.0,5.0,32.0,450000000.0,14062500.0
666 Yards Extravagant Untouched House For Sale In G-14/4,"G-14/4, G-14",8.0,7.0,26.0,185000000.0,7115384.615384615
4 Marla single story brand new house 2 bedrooms with attached 2 bathrooms/ one open kitchen drawing room car parking solid construction,"Lehtrar Road, Islamabad",2.0,2.0,4.0,7600000.0,1900000.0
30*50 cda transfer sun face house available in g-9/3,"G-9/3, G-9",3.0,2.0,6.7,50000000.0,7462686.567164179
Brand New House Available For Sale,"D-12, Islamabad",5.0,4.0,10.0,87500000.0,8750000.0
A Decent House For Sale G-9,"G-9, Islamabad",5.0,5.0,14.0,102500000.0,7321428.571428572
Luxurious 2Bed Apartment in GoldcrestViews1 TowerD Margalla View & Rooftop Amenities DHA-2 Islamabad,"Goldcrest Views, DHA Defence Phase 2",2.0,2.0,6.8,27599999.999999996,4058823.5294117643
Brand New House For Sale D-12/2,"D-12/2, D-12",6.0,7.0,14.0,145000000.0,10357142.857142856
Stunning Prime Location 10 Marla House In Top City 1 - Block D Available,"Top City 1 - Block D, Top City 1",5.0,6.0,10.0,44900000.0,4490000.0
1 Kanal Brand New Designer House For Sale In D H A Phase 2 Islamabad,"DHA Defence Phase 2, DHA Defence",6.0,6.0,20.0,95000000.0,4750000.0
"Designer 1 Kanal Modern House For Sale In Multi Gardens B-17, Islamabad MPCHS","MPCHS - Multi Gardens, B-17",6.0,6.0,20.0,85000000.0,4250000.0
Ultra Modern House For Sale,"DHA Defence Phase 2, DHA Defence",5.0,6.0,20.0,125000000.0,6250000.0
3 Bed B type PHA Appartment on Ground Floor For sale,"I-16, Islamabad",3.0,3.0,6.6,10200000.0,1545454.5454545456
"Three Bedroom Flat For Sale In Overseas Block Defence Residency near Giga Mall, DHA Phase 2 Islamabad","Defence Residency, DHA Defence Phase 2",3.0,3.0,5.1,14500000.0,2843137.254901961
14 Marla House In I-8/2 Best Option,"I-8/2, I-8",6.0,6.0,14.0,160000000.0,11428571.42857143
Spacious 20 Marla House Available For sale In DHA Phase 2 - Sector G,"DHA Phase 2 - Sector G, DHA Defence Phase 2",6.0,7.0,20.0,125000000.0,6250000.0
6 MARLA CORNER TRIPLE STORY HOUSE 3700 AQ FT COVERED,"DHA Phase 2 - Sector J, DHA Defence Phase 2",6.0,5.0,6.0,53000000.0,8833333.333333334
One Kanal Brand New Sun Face House For Sale In G13,"G-13, Islamabad",7.0,7.0,20.0,160000000.0,8000000.0
Luxurious 1 Kanal House In DHA Defence Phase 2,"DHA Defence Phase 2, DHA Defence",6.0,6.0,20.0,105000000.0,5250000.0
"1 Kanal House For Sale DHA Phase 2, Islamabad","DHA Defence Phase 2, DHA Defence",6.0,5.0,20.0,125000000.0,6250000.0
14 Marla (40*80) Corner House For Sale in G-9/1 Islamabad.,"G-9/1, G-9",6.0,7.0,14.0,125000000.0,8928571.42857143
Ground Floor Apartment For Sale,"Meherban Colony, Islamabad",1.0,1.0,2.4,6500000.0,2708333.3333333335
"5 Marla Single Storey House For Sale Prime Location Near COMSATS University, Tarlai Kalan, Islamabad","Park Road, Islamabad",3.0,3.0,5.0,11000000.0,2200000.0
"Two Bedroom Luxury Flat For Sale In Goldcrest Views 1 Tower A Near Giga Mall, World Trade Center DHA-2 Islamabad","Goldcrest Views, DHA Defence Phase 2",2.0,2.0,6.0,25600000.0,4266666.666666667
Studio Apartment For Sale In Goldcrest Views 2 Tower B Near Giga Mall World Trade Center DHA 2 Islamabad,"Goldcrest Views, DHA Defence Phase 2",,1.0,2.1,8100000.0,3857142.857142857
30*50 CDA Transfer Front Open House Available In G-9/3,"G-9/3, G-9",3.0,2.0,6.7,50000000.0,7462686.567164179
600 Square Yards Cda Transfer House Available In F-8/3,"F-8/3, F-8",5.0,5.0,24.0,305000000.0,12708333.333333334
50*90 Cda Transfer Corner Sun Face House Available In G-10/3 On Good Location,"G-10/3, G-10",5.0,5.0,20.0,140000000.0,7000000.0
Brand New 5 Marla House For Sale In Bahria Enclave Islamabad Sector H,"Bahria Enclave - Sector H, Bahria Enclave",4.0,4.0,5.0,25000000.0,5000000.0
Brand New 10 Marla House For Sale In Bahria Enclave Islamabad Sector C1,"Bahria Enclave - Sector C1, Bahria Enclave",5.0,7.0,10.0,58000000.0,5800000.0
"Sumbal Road,& Ahmed Faraz Road Corner Bungalow For Sale In F-10, Islamabad. 1111 sq yards","F-10, Islamabad",11.0,7.0,44.0,400000000.0,9090909.090909092
"House For Sale In Jodha Islamabad Near Golra Railway Station, Sarai Kharbuza & D-12 Sector Islamabad","Sarai Kharbuza, Islamabad",4.0,4.0,4.0,8000000.0,2000000.0
2 Beds Apartment 3rd Floor,"Jinnah Gardens, FECHS",2.0,2.0,4.6,6500000.0,1413043.4782608696
Luxury Apartment Of 2642 Square Feet For sale In The Centaurus,"The Centaurus, F-8",3.0,3.0,11.7,140000000.0,11965811.965811966
Find Your Ideal Flat In Islamabad Under Rs. 22500000,"KMK Towers, Top City 1",2.0,2.0,6.6,22500000.0,3409090.909090909
Prime Estate : 1 Kanal Contemporary Designer House(Gas Available) Ready For Sale In DHA DEFENCE PHASE 2,"DHA Defence Phase 2, DHA Defence",6.0,6.0,20.0,105000000.0,5250000.0
South Face Designer House Available For Sale,"DHA Phase 2 - Sector B, DHA Defence Phase 2",5.0,6.0,20.0,139000000.0,6950000.0
"Classic Designer House In Fmc - Faisal Margalla City, Multi Gardens B-17, Islamabad","B-17, Islamabad",5.0,5.0,8.0,39500000.0,4937500.0
8.5 Marla House For Sale In Islamabad CDA Sector I 14,"I-14/4, I-14",7.0,7.0,8.5,45500000.0,5352941.176470588
1 KANAL LUXURY DESIGNER BRAND NEW HOUSE FOR SALE IN G-13/2,"G-13/2, G-13",8.0,7.0,20.0,165000000.0,8250000.0
CHANCE DEAL 2 BED BRAND NEW IN MARKAZ,"B-17, Islamabad",2.0,2.0,3.6,5800000.0,1611111.111111111
Ideally Located House Of 5 Marla Is Available For sale In Islamabad,"MPCHS - Multi Gardens, B-17",4.0,5.0,5.0,35000000.0,7000000.0
Centrally Located House Available In Faisal Margalla City For Sale,"Faisal Margalla City, B-17",4.0,5.0,5.0,27000000.0,5400000.0
Dha2 One kanal Owner Built Designer House,"DHA Defence Phase 2, DHA Defence",5.0,6.0,20.0,105000000.0,5250000.0
1 Kanal Double Unit 6 Bed House At Very Reasonable Price,"DHA Defence Phase 2, DHA Defence",6.0,7.0,20.0,95000000.0,4750000.0
Studio Apartment For Sale In Goldcrest Views 2 Tower B Near Giga Mall DHA 2 Islamabad,"Goldcrest Views, DHA Defence Phase 2",,1.0,2.4,8990000.0,3745833.3333333335
Studio Apartment For Sale In Goldcrest Views 1 Tower B Near Giga Mall DHA 2 Islamabad,"Goldcrest Views, DHA Defence Phase 2",,1.0,2.7,10800000.0,3999999.9999999995
Studio Apartment For Sale In Goldcrest Views 1 Tower C Near Giga Mall DHA 2 Islamabad,"Goldcrest Views, DHA Defence Phase 2",,1.0,2.8,10900000.0,3892857.142857143
Spacious Corner Two Unit House For Sale In DHA Phase 5 Sector F Complete In June 2024 Near To Park,"DHA Phase 5 - Sector F, DHA Defence Phase 5",5.0,6.0,20.0,85000000.0,4250000.0
1 Kanal Designer House,"MPCHS - Block A, MPCHS - Multi Gardens",6.0,6.0,20.0,90000000.0,4500000.0
"Gulberg Green Residential, I Block 7 Marla Double Storey Brand New House","Gulberg Residencia - Block I, Gulberg Residencia",4.0,5.0,7.0,48000000.0,6857142.857142857
"Two Bedroom Flat For Sale In Defence Residency near Giga Mall, DHA Phase 2 Islamabad","Defence Residency, DHA Defence Phase 2",2.0,2.0,3.6,7500000.0,2083333.3333333333
Furnished Service Apartment Available For Sale In DHA Phase 2,"DHA Defence Phase 2, DHA Defence",1.0,1.0,1.6,11399999.999999998,7124999.999999998
Brand New 6 Bed Double Unit Kanal Bungalow,"DHA Defence Phase 2, DHA Defence",6.0,6.0,20.0,95000000.0,4750000.0
Brand New Double Unit 6 Bed A+ Quality Construction Mansion,"DHA Defence Phase 2, DHA Defence",6.0,6.0,20.0,119000000.0,5950000.0
Elegantly Designed 2 BHK Apartment In The Most Prime Location ON Installments,"DHA Defence Phase 2, DHA Defence",2.0,2.0,5.3,11100000.000000002,2094339.6226415099
Modern 2 BHK Apartment 2.5 Year Payment Plan At The Most Accessible Location,"DHA Valley, DHA Defence",2.0,2.0,5.3,11100000.000000002,2094339.6226415099
940 Sq Feet 1 BHK Modern Apartment On Impressive Installment Plan,"DHA Defence Phase 2, DHA Defence",1.0,1.0,4.2,8761000.0,2085952.3809523808
"Beautiful Ideal Location House Walking Distance From Park, School And Market","Top City 1, Islamabad",5.0,6.0,10.0,38000000.0,3800000.0
Solid Construction Used House Available For Sale,"DHA Phase 2 - Sector F, DHA Defence Phase 2",6.0,6.0,20.0,100000000.0,5000000.0
Corner House With Basement Available For Sale,"DHA Defence Phase 2, DHA Defence",5.0,6.0,11.0,78000000.0,7090909.090909091
I-10/2 Park Face House For Sale,"I-10/2, I-10",4.0,4.0,6.0,46000000.0,7666666.666666667
Oleander Block A 8 Marla Home For Sale,"Oleander Sector - DHA Homes Block A, DHA Valley - Oleander Sector",3.0,3.0,8.0,15000000.0,1875000.0
10 Marla Corner House in Block D Top City Islamabad.,"Top City 1 - Block D, Top City 1",5.0,6.0,10.0,56500000.0,5650000.0
10 Marla Double Unit Brand New House. Available For Sale in Top City Block A Islamabad.,"Top City 1 - Block A, Top City 1",4.0,6.0,10.0,44000000.0,4400000.0
10 Marla House Is Available For Sale In Top City Block A Islamabad,"Top City 1 - Block A, Top City 1",5.0,,10.0,45000000.0,4500000.0
Travertine Elevated Themed House For Sale,"DHA Defence Phase 2, DHA Defence",,,20.0,119000000.0,5950000.0
East Park Facing and Sun Facing 10 Marla Brand New House For Sale 50 Wide Conform offer required,"Top City 1, Islamabad",7.0,7.0,10.0,45000000.0,4500000.0
1200 Sq Yd Street Corner House For Sale,"F-6, Islamabad",10.0,6.0,48.0,600000000.0,12500000.0
Prime Location House Available For Sale With Extra Land,"F-6, Islamabad",6.0,6.0,40.0,340000000.0,8500000.0
