Title,Location,Beds,Baths,Area (Marla),Price (PKR),Price Per Marla
"1 Kanal Luxury House for Sale in DHA Phase 2, Islamabad 5 Bedrooms","DHA Defence Phase 2, DHA Defence",5.0,6.0,20.0,138000000.0,6900000.0
Corner House For Sale G-9/3 Nearby Apne Sena Road 50 Ft Street,"G-9/3, G-9",4.0,4.0,6.0,60000000.0,10000000.0
Dha 5 Emar Sector E Reasonable House For sale,"DHA Defence Phase 5, DHA Defence",5.0,6.0,10.0,45000000.0,4500000.0
"Prime Location 6 Bed, 6 Bath House for Sale in F-10, Islamabad - 555 Sqy, 50x100","F-10, Islamabad",6.0,6.0,22.0,190000000.0,8636363.636363637
"Luxurious 8-Bedroom House for Sale in F-10: CDA Transfer, Sun-Facing, Dead-End Street","F-10, Islamabad",8.0,,40.0,350000000.0,8750000.0
Luxury Apartment 1 Bed 2 Washrooms,"The Centaurus, F-8",1.0,2.0,4.5,60000000.0,13333333.333333334
Gulberg Greens Luxury 5 Kanal Brand New Farmhouse,"Gulberg Residencia - Block A, Gulberg Residencia",8.0,6.0,100.0,350000000.0,3500000.0
10 Marla House Available For Sale,"Bahria Enclave - Sector A, Bahria Enclave",4.0,5.0,10.0,41000000.0,4100000.0
G-11 Markaz 11 Central Brand New 2 Bed Fully Furnished Apartment Available For Sale,"11 Central Apartments, G-11/1",2.0,2.0,6.2,38500000.0,6209677.419354838
11 Marla Brand New House For Sale In Banigala Very Easy Access,"Bani Gala, Islamabad",5.0,5.0,11.0,48500000.0,4409090.909090909
Prime Location | 5 marla Designer Build Near Main Boulevard and park Sector H,"Bahria Enclave - Sector H, Bahria Enclave",3.0,4.0,5.0,23500000.0,4700000.0
I-12/1 Ground Floor Corner D-Type ADC Flat,"I-12/1, I-12",2.0,2.0,3.9,8000000.0,2051282.0512820513
Lake Facing One Bed Apartment Available For Sale In Park View City Islamabad,"Park View City - Downtown Block, Park View City",1.0,1.0,2.6,18000000.0,6923076.923076923
I-12/1 D-Type 2nd Floor Flat All Dues Clear,"I-12/1, I-12",2.0,2.0,3.9,6500000.0,1666666.6666666667
I-12/1 Corner + Nust Face 2nd Floor ADC Flat,"I-12/1, I-12",2.0,2.0,3.2,6500000.0,2031250.0
I-12/1 Corner 1st Floor E-Type PHA Flat ADC,"I-12/1, I-12",2.0,2.0,3.2,6000000.0,1875000.0
I-12/1 Corner 7th Floor D-Type Flat ADC,"I-12/1, I-12",2.0,2.0,3.9,5500000.0,1410256.4102564103
I-12/1 3rd Floor D Type All Dues Clear Flat For Sale,"I-12/1, I-12",2.0,2.0,3.9,6500000.0,1666666.6666666667
Double Story House On Main Double Road Is Available For Sale,"I-11/2, I-11",5.0,5.0,4.0,29500000.0,7375000.0
Da Manara 356 Square Feet Spacious Flat Is Available In Top City 1 - Block I For sale,"Top City 1 - Block I, Top City 1",,1.0,1.6,3600000.0,2250000.0
790 Square Feet 2 Bed Apartment Is Available On Easy Installments Plan,"Top City 1 - Block I, Top City 1",2.0,2.0,3.5,8000000.0,2285714.285714286
Da Manara 509 Square Feet One Bed Apartment Available On Installments,"Top City 1 - Block I, Top City 1",1.0,1.0,2.3,5200000.0,2260869.5652173916
Signature Properties Offer Most Luxuries 2 Bed Apartment For Sale Near GIGA Mall DHA Phase-II Islamabad,"Defence Residency, DHA Defence Phase 2",2.0,2.0,3.6,7300000.0,2027777.7777777778
ONE BED LUXURY APARTMENT AVAILABLE FOR SALE IN GULBERG GREEN ISLAMABAD,"Gulberg Heights, Gulberg Greens",1.0,1.0,3.1,10800000.0,3483870.9677419355
3bed Fully Renovated And Fully Furnished Apartment Available For Sale In F11,"F-11, Islamabad",3.0,3.0,12.4,56000000.0,4516129.0322580645
Brand New Kanal House For Sale,"Naval Anchorage, Islamabad",6.0,6.0,20.0,80000000.0,4000000.0
7 Marla House For Sale In Gulberg,"Gulberg Residencia - Block F, Gulberg Residencia",5.0,5.0,7.0,40000000.0,5714285.714285715
30*50 cda transfer brand new wide street house available in g-9/4 near park,"G-9/4, G-9",5.0,6.0,6.7,74000000.0,11044776.119402984
"Triple Storey House, Fully Renovated Prime Location","F-10, Islamabad",8.0,,22.0,230000000.0,10454545.454545455
Triple Storey Brand New House Available For Sale In F10,"F-10, Islamabad",5.0,5.0,22.0,350000000.0,15909090.909090908
Luxury N Beautiful New House For Sale,"Park View - Block H, Park View City",6.0,6.0,10.0,55000000.0,5500000.0
5 Marla Beautiful House Available In Park View City H Block Islamabad,"Park View City, Islamabad",4.0,5.0,5.0,25000000.0,5000000.0
Buy 1497 Square Feet Flat At Highly Affordable Price,"Elysium Mall, Blue Area",2.0,,6.7,79000000.0,11791044.776119404
FULLY FURNISHED 3 BEDROOM APARTMENT FOR SALE,"Capital Residencia, Margalla Hills-2",3.0,3.0,9.3,23500000.0,2526881.7204301073
Brand New Three Bed Room Luxury Apartment @ Most Reasonable Price in DHA Phase 2 Islamabad,"Defence Residency, DHA Defence Phase 2",3.0,3.0,5.1,15500000.0,3039215.68627451
5 Marla House Available For Sale In Bahria Enclave Islamabad,"Bahria Enclave - Sector N, Bahria Enclave",3.0,3.0,5.0,22000000.0,4400000.0
Kanal Brand New House Available For Sale In Dha Phase 2 Islamabad,"DHA Phase 2 - Sector B, DHA Defence Phase 2",6.0,6.0,20.0,108500000.0,5425000.0
Kanal Brand New House Available For Sale In Dha Phase 2 Islamabad,"DHA Phase 2 - Sector D, DHA Defence Phase 2",6.0,6.0,20.0,105000000.0,5250000.0
2 Kanal Triple Storey Fully Furnished House For Sale In Dha Phase 2 Islamabad,"DHA Phase 2 - Sector J, DHA Defence Phase 2",9.0,6.0,40.0,165000000.0,4125000.0
5 Kanal Royal Palace For Sale In Gulberg Green Islamabad,"Gulberg Greens, Gulberg",6.0,6.0,100.0,400000000.0,4000000.0
Bahria Enclave Islamabad Sector C1 10 Marla 5bedrooms Brand New House Available For Sale,"Bahria Enclave - Sector C1, Bahria Enclave",5.0,5.0,10.0,55000000.0,5500000.0
500 Square Yard Livable House Beautiful Location,"F-7, Islamabad",5.0,5.0,20.0,280000000.0,14000000.0
533 Square Yard Six Bedrooms Livable House For Sale,"F-7, Islamabad",6.0,6.0,22.0,280000000.0,12727272.727272727
